u,i,ts,label,u_0,u_1,u_2,u_3,u_4,u_5,u_6,u_7,i_0,i_1,i_2,i_3,i_4,i_5,i_6,i_7,i_8,i_9,i_10
2,2,34088,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3,0,34088,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,2,34088,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5,0,34088,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6,0,34088,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7,0,34088,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,0,34092,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,2,34092,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2,2,34092,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3,0,34092,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,2,34092,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5,0,34092,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6,0,34092,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7,0,34092,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,0,34096,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,2,34096,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2,4,34096,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,0,34096,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,5,34096,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5,0,34096,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6,0,34096,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7,0,34096,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,0,34100,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,34100,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,5,34100,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3,3,34100,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4,5,34100,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5,0,34100,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6,0,34100,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7,0,34100,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,0,34104,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,4,34104,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,5,34104,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3,4,34104,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4,5,34104,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5,0,34104,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6,0,34104,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7,0,34104,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,0,34108,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,5,34108,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,0,34108,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,4,34108,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4,0,34108,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,0,34108,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6,0,34108,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7,0,34108,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,0,34112,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,2,34112,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2,0,34112,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,0,34112,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,0,34112,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,0,34112,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6,0,34112,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7,0,34112,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,1,34116,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,3,34116,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2,0,34116,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,0,34116,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,0,34116,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,0,34116,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6,0,34116,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7,0,34116,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,0,34120,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,2,34120,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2,0,34120,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,0,34120,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,4,34120,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5,0,34120,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6,0,34120,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7,1,34120,0.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
0,0,34124,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,34124,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,34124,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,0,34124,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,4,34124,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5,0,34124,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6,0,34124,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7,5,34124,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,0,34128,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,34128,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,34128,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,3,34128,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4,4,34128,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5,4,34128,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
6,0,34128,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7,5,34128,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,0,34132,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,34132,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,34132,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,0,34132,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,0,34132,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,5,34132,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6,0,34132,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7,0,34132,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,0,34136,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,2,34136,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2,0,34136,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,4,34136,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4,0,34136,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,5,34136,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6,0,34136,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7,0,34136,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,0,34140,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,2,34140,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2,0,34140,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,4,34140,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4,0,34140,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,5,34140,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6,0,34140,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7,0,34140,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,0,34144,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,2,34144,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2,0,34144,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,2,34144,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4,2,34144,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5,0,34144,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6,0,34144,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7,5,34144,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,5,34148,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0,34148,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,4,34148,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,4,34148,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4,0,34148,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,2,34148,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
6,0,34148,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7,5,34148,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,0,34152,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,34152,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,4,34152,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,4,34152,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4,5,34152,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5,4,34152,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
6,0,34152,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7,0,34152,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,0,34156,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,34156,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,4,34156,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,4,34156,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4,5,34156,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5,2,34156,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
6,0,34156,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7,0,34156,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,0,34160,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,34160,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,5,34160,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3,0,34160,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,0,34160,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,5,34160,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6,0,34160,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7,0,34160,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,0,34164,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,34164,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,5,34164,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3,0,34164,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,4,34164,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5,0,34164,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6,0,34164,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7,0,34164,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,0,34168,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,5,34168,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,5,34168,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3,2,34168,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4,4,34168,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5,0,34168,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6,0,34168,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7,0,34168,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,0,34172,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,5,34172,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,2,34172,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3,2,34172,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4,2,34172,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5,0,34172,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6,0,34172,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7,0,34172,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,2,34176,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,34176,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,34176,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,0,34176,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,0,34176,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,0,34176,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6,0,34176,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7,0,34176,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,5,34180,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0,34180,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,34180,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,0,34180,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,0,34180,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,0,34180,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6,0,34180,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7,0,34180,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,5,34184,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,5,34184,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,0,34184,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,0,34184,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,1,34184,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5,1,34184,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6,0,34184,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7,0,34184,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,4,34188,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,2,34188,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2,0,34188,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,4,34188,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4,4,34188,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5,0,34188,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6,0,34188,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7,0,34188,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,2,34192,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,2,34192,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2,0,34192,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,2,34192,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4,5,34192,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5,0,34192,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6,0,34192,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7,0,34192,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,4,34196,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0,34196,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,34196,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,2,34196,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4,2,34196,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5,0,34196,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6,0,34196,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7,0,34196,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,4,34200,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0,34200,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,34200,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,2,34200,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4,2,34200,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5,0,34200,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6,0,34200,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7,2,34200,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
0,4,34204,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0,34204,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,34204,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,2,34204,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4,5,34204,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5,0,34204,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6,0,34204,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7,2,34204,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
0,0,34208,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,34208,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,34208,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,2,34208,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4,0,34208,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,0,34208,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6,0,34208,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7,5,34208,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,4,34212,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,2,34212,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2,0,34212,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,2,34212,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4,0,34212,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,0,34212,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6,0,34212,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7,4,34212,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,2,34216,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,5,34216,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,0,34216,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,5,34216,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4,0,34216,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,0,34216,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6,0,34216,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7,0,34216,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,4,34220,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0,34220,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,34220,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,5,34220,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4,0,34220,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,0,34220,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6,0,34220,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7,0,34220,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,4,34224,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0,34224,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,34224,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,5,34224,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4,0,34224,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,0,34224,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6,0,34224,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7,4,34224,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,4,34228,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0,34228,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,34228,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,2,34228,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4,0,34228,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
